,category,cardatatype,target
2400,Male,MUV,0
2401,Male,Coupe,0
2402,Female,SUV,1
2403,Female,Coupe,1
2404,Male,Sedan,1
2405,Female,Coupe,1
2406,Female,Convertible,1
2407,Female,Sedan,0
2408,Female,Hatchback,0
2409,Female,MUV,1
2410,Male,Coupe,1
2411,Female,Convertible,1
2412,Male,SUV,1
2413,Female,Convertible,1
2414,Male,Hatchback,1
2415,Female,SUV,1
2416,Female,Hatchback,0
2417,Male,Hatchback,0
2418,Male,Coupe,1
2419,Male,Hatchback,1
2420,Male,Convertible,1
2421,Female,Hatchback,1
2422,Female,Coupe,1
2423,Male,Sedan,0
2424,Male,MUV,0
2425,Male,Sedan,1
2426,Male,Coupe,1
2427,Male,Convertible,1
2428,Female,Coupe,1
2429,Female,SUV,0
2430,Female,SUV,1
2431,Female,Hatchback,1
2432,Male,Sedan,0
2433,Male,MUV,1
2434,Male,MUV,0
2435,Female,SUV,1
2436,Female,MUV,1
2437,Female,MUV,0
2438,Male,MUV,1
2439,Female,SUV,1
2440,Male,MUV,0
2441,Male,Coupe,0
2442,Male,MUV,1
2443,Female,Hatchback,0
2444,Female,MUV,1
2445,Female,Sedan,1
2446,Female,MUV,0
2447,Female,MUV,1
2448,Male,SUV,0
2449,Male,Hatchback,1
2450,Male,MUV,0
2451,Male,Sedan,1
2452,Male,Coupe,1
2453,Female,MUV,0
2454,Female,Convertible,1
2455,Female,Convertible,0
2456,Male,Hatchback,0
2457,Female,Convertible,0
2458,Female,Sedan,1
2459,Male,SUV,1
2460,Female,Convertible,1
2461,Female,Coupe,0
2462,Female,Hatchback,0
2463,Female,Convertible,1
2464,Female,Sedan,1
2465,Female,MUV,0
2466,Female,SUV,1
2467,Female,Hatchback,0
2468,Female,Hatchback,0
2469,Male,Coupe,1
2470,Male,Coupe,0
2471,Male,SUV,0
2472,Female,Sedan,1
2473,Male,SUV,0
2474,Male,Sedan,1
2475,Female,SUV,0
2476,Male,Convertible,0
2477,Female,Hatchback,0
2478,Male,Hatchback,1
2479,Female,Convertible,1
2480,Female,MUV,0
2481,Female,Convertible,1
2482,Male,Hatchback,1
2483,Female,Coupe,1
2484,Male,Sedan,1
2485,Male,Coupe,0
2486,Male,SUV,0
2487,Male,Coupe,0
2488,Male,Coupe,0
2489,Female,Hatchback,0
2490,Female,SUV,1
2491,Female,SUV,0
2492,Male,Sedan,0
2493,Female,Hatchback,0
2494,Female,SUV,1
2495,Male,Coupe,1
2496,Female,MUV,0
2497,Female,Hatchback,1
2498,Male,Sedan,1
2499,Male,Convertible,1
2500,Male,Hatchback,1
2501,Male,Sedan,1
2502,Female,Sedan,1
2503,Male,MUV,0
2504,Male,Convertible,1
2505,Female,Convertible,0
2506,Female,Convertible,1
2507,Female,Sedan,0
2508,Female,Coupe,0
2509,Female,Convertible,0
2510,Male,Coupe,0
2511,Female,Sedan,0
2512,Male,Sedan,0
2513,Female,Convertible,1
2514,Male,MUV,1
2515,Female,MUV,1
2516,Female,Sedan,1
2517,Female,Coupe,0
2518,Male,MUV,0
2519,Male,Sedan,1
2520,Male,MUV,0
2521,Male,Sedan,1
2522,Female,Sedan,1
2523,Female,MUV,0
2524,Female,Convertible,1
2525,Male,SUV,1
2526,Female,Sedan,1
2527,Male,Coupe,0
2528,Male,Coupe,1
2529,Female,MUV,1
2530,Male,Hatchback,1
2531,Female,Hatchback,0
2532,Male,SUV,1
2533,Female,Hatchback,1
2534,Female,MUV,0
2535,Female,Hatchback,1
2536,Male,MUV,1
2537,Male,Coupe,1
2538,Male,Convertible,0
2539,Male,Coupe,1
2540,Male,SUV,1
2541,Male,Convertible,1
2542,Female,Hatchback,1
2543,Female,Coupe,0
2544,Female,SUV,1
2545,Male,SUV,1
2546,Male,Hatchback,1
2547,Male,Sedan,0
2548,Male,Coupe,1
2549,Female,MUV,1
2550,Male,Hatchback,1
2551,Male,SUV,0
2552,Male,Sedan,1
2553,Female,SUV,1
2554,Female,Coupe,0
2555,Female,Convertible,0
2556,Male,MUV,1
2557,Female,Sedan,0
2558,Male,Convertible,1
2559,Female,Convertible,0
2560,Male,SUV,1
2561,Male,Coupe,0
2562,Female,MUV,0
2563,Male,Hatchback,0
2564,Male,Sedan,0
2565,Male,Sedan,1
2566,Male,Hatchback,0
2567,Female,Sedan,0
2568,Male,Coupe,1
2569,Male,Sedan,1
2570,Male,MUV,1
2571,Male,Hatchback,1
2572,Male,SUV,1
2573,Female,Sedan,0
2574,Female,Sedan,0
2575,Female,Coupe,0
2576,Male,Convertible,1
2577,Female,MUV,1
2578,Female,Coupe,1
2579,Male,SUV,1
2580,Male,Convertible,0
2581,Female,Coupe,0
2582,Male,SUV,1
2583,Female,MUV,1
2584,Female,SUV,1
2585,Male,Hatchback,0
2586,Male,Hatchback,1
2587,Male,MUV,1
2588,Male,Coupe,0
2589,Female,Sedan,1
2590,Female,Coupe,1
2591,Female,SUV,1
2592,Female,Hatchback,0
2593,Female,Hatchback,0
2594,Male,MUV,1
2595,Female,Hatchback,1
2596,Female,Coupe,1
2597,Female,SUV,0
2598,Female,SUV,1
2599,Male,SUV,0
2600,Male,MUV,0
2601,Female,Coupe,0
2602,Male,Convertible,0
2603,Female,Hatchback,1
2604,Female,Convertible,1
2605,Female,MUV,1
2606,Female,Convertible,1
2607,Male,Hatchback,0
2608,Male,MUV,1
2609,Female,Sedan,0
2610,Female,SUV,1
2611,Male,Hatchback,1
2612,Male,Sedan,0
2613,Female,Sedan,0
2614,Female,Convertible,0
2615,Male,Coupe,0
2616,Female,SUV,1
2617,Male,Hatchback,0
2618,Female,Convertible,0
2619,Female,Hatchback,1
2620,Female,SUV,0
2621,Male,MUV,0
2622,Female,Convertible,1
2623,Female,Convertible,0
2624,Male,Sedan,0
2625,Male,SUV,1
2626,Male,Convertible,0
2627,Female,Coupe,0
2628,Male,SUV,0
2629,Male,Coupe,1
2630,Female,Coupe,0
2631,Male,Coupe,0
2632,Male,MUV,0
2633,Female,Hatchback,0
2634,Female,Sedan,1
2635,Female,Sedan,0
2636,Male,Coupe,1
2637,Male,SUV,1
2638,Male,MUV,0
2639,Male,Coupe,0
2640,Female,Sedan,1
2641,Male,Sedan,1
2642,Male,Coupe,1
2643,Male,Convertible,0
2644,Male,SUV,1
2645,Female,SUV,0
2646,Female,MUV,0
2647,Female,SUV,1
2648,Male,MUV,0
2649,Female,Convertible,0
2650,Male,Convertible,0
2651,Female,MUV,0
2652,Male,Coupe,0
2653,Female,Convertible,1
2654,Female,MUV,0
2655,Female,Convertible,0
2656,Male,SUV,1
2657,Female,Hatchback,0
2658,Female,Convertible,0
2659,Male,Coupe,1
2660,Male,Coupe,0
2661,Male,SUV,1
2662,Male,Sedan,0
2663,Male,Convertible,1
2664,Male,MUV,0
2665,Female,SUV,0
2666,Male,Convertible,0
2667,Female,MUV,0
2668,Male,Hatchback,0
2669,Male,Sedan,1
2670,Female,Hatchback,1
2671,Female,MUV,1
2672,Female,Convertible,1
2673,Male,MUV,1
2674,Male,SUV,0
2675,Male,Convertible,1
2676,Male,Coupe,1
2677,Female,Convertible,0
2678,Female,Convertible,1
2679,Male,Sedan,1
2680,Male,Sedan,0
2681,Male,Hatchback,0
2682,Female,SUV,0
2683,Female,Coupe,1
2684,Male,Hatchback,0
2685,Male,MUV,0
2686,Female,Sedan,1
2687,Male,Sedan,1
2688,Female,MUV,0
2689,Male,Hatchback,1
2690,Female,Convertible,0
2691,Female,Sedan,1
2692,Female,Hatchback,1
2693,Male,MUV,0
2694,Male,SUV,0
2695,Male,Coupe,0
2696,Female,Convertible,1
2697,Female,Hatchback,0
2698,Male,MUV,1
2699,Female,Coupe,0
2700,Male,Sedan,0
2701,Female,Coupe,0
2702,Male,Coupe,0
2703,Female,Sedan,0
2704,Female,SUV,0
2705,Male,Convertible,1
2706,Female,MUV,1
2707,Male,SUV,0
2708,Male,Coupe,1
2709,Female,SUV,0
2710,Male,MUV,1
2711,Female,Sedan,0
2712,Male,Hatchback,1
2713,Female,Sedan,1
2714,Male,Hatchback,1
2715,Female,Sedan,1
2716,Male,MUV,0
2717,Male,SUV,0
2718,Female,Convertible,1
2719,Female,Hatchback,1
2720,Male,Convertible,0
2721,Female,Convertible,1
2722,Female,Coupe,1
2723,Female,Convertible,1
2724,Female,Hatchback,1
2725,Male,Coupe,1
2726,Male,MUV,0
2727,Male,Coupe,1
2728,Female,SUV,1
2729,Male,Convertible,1
2730,Female,Convertible,0
2731,Female,Coupe,1
2732,Male,Hatchback,1
2733,Male,Convertible,1
2734,Male,Hatchback,0
2735,Female,Convertible,1
2736,Female,SUV,1
2737,Male,SUV,1
2738,Male,SUV,0
2739,Female,Hatchback,0
2740,Male,SUV,0
2741,Male,Hatchback,1
2742,Male,Sedan,1
2743,Female,MUV,1
2744,Male,SUV,0
2745,Female,Convertible,0
2746,Female,Hatchback,0
2747,Male,Coupe,1
2748,Female,SUV,0
2749,Female,Convertible,1
2750,Female,Hatchback,0
2751,Female,SUV,1
2752,Female,SUV,0
2753,Female,MUV,1
2754,Male,Coupe,1
2755,Female,Hatchback,1
2756,Male,MUV,1
2757,Female,Hatchback,1
2758,Male,Convertible,1
2759,Female,Convertible,1
2760,Female,Convertible,1
2761,Male,Hatchback,1
2762,Male,SUV,0
2763,Male,Sedan,0
2764,Female,Coupe,1
2765,Female,Convertible,1
2766,Female,Coupe,1
2767,Female,Coupe,1
2768,Male,MUV,1
2769,Female,SUV,0
2770,Female,MUV,1
2771,Male,Sedan,0
2772,Male,Coupe,1
2773,Female,Sedan,0
2774,Male,Convertible,0
2775,Female,Convertible,1
2776,Male,Hatchback,1
2777,Male,Sedan,1
2778,Female,Coupe,1
2779,Female,Hatchback,0
2780,Male,MUV,1
2781,Male,Hatchback,1
2782,Male,Sedan,1
2783,Male,Coupe,0
2784,Female,Hatchback,1
2785,Female,Coupe,1
2786,Male,Hatchback,0
2787,Female,Sedan,1
2788,Female,Coupe,0
2789,Male,SUV,1
2790,Male,Coupe,0
2791,Male,Coupe,1
2792,Female,Sedan,0
2793,Female,SUV,1
2794,Female,SUV,0
2795,Male,SUV,1
2796,Male,Sedan,0
2797,Female,SUV,0
2798,Male,MUV,1
2799,Female,Hatchback,1
2800,Male,SUV,1
2801,Female,SUV,0
2802,Male,SUV,0
2803,Male,MUV,1
2804,Female,Convertible,0
2805,Male,MUV,1
2806,Male,SUV,1
2807,Female,SUV,1
2808,Female,Coupe,1
2809,Male,SUV,0
2810,Female,Convertible,1
2811,Female,MUV,0
2812,Female,Hatchback,1
2813,Male,Convertible,0
2814,Female,Hatchback,0
2815,Male,Sedan,0
2816,Female,Convertible,1
2817,Female,SUV,0
2818,Male,Convertible,0
2819,Female,Hatchback,0
2820,Male,Convertible,0
2821,Female,SUV,0
2822,Female,SUV,1
2823,Male,Convertible,1
2824,Female,Coupe,0
2825,Male,Hatchback,0
2826,Female,MUV,1
2827,Female,Sedan,1
2828,Female,Hatchback,1
2829,Female,Sedan,0
2830,Female,Convertible,1
2831,Male,MUV,1
2832,Female,SUV,0
2833,Female,Convertible,1
2834,Female,Sedan,0
2835,Male,Sedan,0
2836,Male,Hatchback,1
2837,Male,Sedan,0
2838,Male,Convertible,1
2839,Female,Hatchback,0
2840,Female,SUV,1
2841,Female,Sedan,1
2842,Female,SUV,1
2843,Male,SUV,1
2844,Male,Sedan,0
2845,Male,Sedan,1
2846,Female,Sedan,1
2847,Female,Hatchback,1
2848,Female,MUV,0
2849,Male,Sedan,0
2850,Female,Convertible,1
2851,Male,Sedan,0
2852,Female,Coupe,0
2853,Female,Hatchback,0
2854,Male,Sedan,0
2855,Female,Hatchback,0
2856,Female,Hatchback,0
2857,Female,SUV,1
2858,Female,SUV,0
2859,Female,Coupe,0
2860,Female,Hatchback,1
2861,Male,SUV,1
2862,Male,Convertible,0
2863,Male,Coupe,0
2864,Female,Hatchback,1
2865,Female,Coupe,0
2866,Female,MUV,1
2867,Female,Hatchback,1
2868,Female,MUV,1
2869,Male,SUV,1
2870,Female,Convertible,1
2871,Male,SUV,1
2872,Male,Sedan,0
2873,Male,Hatchback,0
2874,Female,Sedan,1
2875,Female,Hatchback,1
2876,Female,Coupe,1
2877,Male,Hatchback,0
2878,Male,Hatchback,1
2879,Male,SUV,1
2880,Male,Sedan,0
2881,Female,Convertible,0
2882,Male,MUV,0
2883,Female,Convertible,1
2884,Male,MUV,0
2885,Male,Sedan,1
2886,Female,Coupe,1
2887,Female,MUV,0
2888,Male,Coupe,0
2889,Male,Hatchback,1
2890,Male,Coupe,0
2891,Female,Hatchback,1
2892,Male,Hatchback,0
2893,Male,Hatchback,0
2894,Male,SUV,0
2895,Male,MUV,1
2896,Male,Convertible,0
2897,Male,Sedan,1
2898,Female,MUV,0
2899,Male,Convertible,1
2900,Male,MUV,0
2901,Male,Convertible,1
2902,Male,MUV,0
2903,Male,SUV,1
2904,Female,Convertible,1
2905,Female,SUV,1
2906,Male,Hatchback,0
2907,Female,SUV,0
2908,Male,Convertible,1
2909,Male,Sedan,1
2910,Female,SUV,1
2911,Male,Hatchback,1
2912,Male,Hatchback,0
2913,Female,Hatchback,1
2914,Male,Sedan,1
2915,Male,Sedan,0
2916,Male,MUV,0
2917,Female,SUV,0
2918,Male,Convertible,0
2919,Female,Coupe,0
2920,Female,Hatchback,0
2921,Male,Coupe,1
2922,Female,SUV,1
2923,Male,Hatchback,0
2924,Male,Hatchback,0
2925,Male,Convertible,1
2926,Female,Coupe,0
2927,Female,Coupe,1
2928,Male,Convertible,1
2929,Male,MUV,1
2930,Male,SUV,1
2931,Female,Convertible,1
2932,Male,Hatchback,1
2933,Male,Sedan,1
2934,Male,Convertible,1
2935,Female,MUV,0
2936,Male,Coupe,1
2937,Female,Convertible,0
2938,Female,Convertible,0
2939,Male,Hatchback,1
2940,Male,Coupe,0
2941,Male,Hatchback,0
2942,Male,Coupe,1
2943,Male,Hatchback,0
2944,Female,MUV,0
2945,Female,Hatchback,1
2946,Female,Coupe,1
2947,Male,Sedan,0
2948,Male,Sedan,0
2949,Male,Coupe,0
2950,Female,Hatchback,1
2951,Female,Hatchback,1
2952,Male,Sedan,1
2953,Male,MUV,0
2954,Female,Sedan,1
2955,Male,Hatchback,1
2956,Female,Sedan,1
2957,Female,Convertible,1
2958,Male,Coupe,0
2959,Female,SUV,1
2960,Male,Hatchback,0
2961,Female,MUV,0
2962,Female,Sedan,1
2963,Female,MUV,0
2964,Male,Sedan,1
2965,Female,SUV,1
2966,Female,Convertible,0
2967,Male,Sedan,1
2968,Male,SUV,1
2969,Female,MUV,1
2970,Male,Hatchback,0
2971,Female,Coupe,1
2972,Female,Sedan,0
2973,Female,Hatchback,0
2974,Female,Hatchback,0
2975,Male,Hatchback,1
2976,Female,MUV,0
2977,Male,Coupe,1
2978,Female,SUV,1
2979,Female,Convertible,0
2980,Female,Sedan,1
2981,Male,Convertible,1
2982,Female,SUV,1
2983,Female,Convertible,1
2984,Male,Convertible,0
2985,Male,SUV,1
2986,Male,Sedan,0
2987,Female,SUV,1
2988,Male,Sedan,1
2989,Female,Coupe,0
2990,Female,Sedan,1
2991,Female,SUV,1
2992,Male,Sedan,1
2993,Male,Hatchback,1
2994,Female,Convertible,0
2995,Male,Sedan,0
2996,Male,MUV,0
2997,Male,MUV,0
2998,Female,Coupe,1
2999,Female,Coupe,0
3000,Male,SUV,0
3001,Female,SUV,0
3002,Female,SUV,1
3003,Female,MUV,0
3004,Female,Coupe,0
3005,Male,Convertible,1
3006,Male,MUV,1
3007,Male,MUV,0
3008,Female,Convertible,1
3009,Male,Convertible,0
3010,Female,SUV,1
3011,Female,Sedan,0
3012,Female,Coupe,1
3013,Female,MUV,1
3014,Female,Convertible,0
3015,Male,MUV,1
3016,Male,Sedan,1
3017,Male,SUV,0
3018,Female,Sedan,1
3019,Male,MUV,0
3020,Female,Hatchback,0
3021,Female,SUV,0
3022,Male,Hatchback,1
3023,Female,Coupe,1
3024,Female,SUV,0
3025,Female,Coupe,1
3026,Male,Convertible,0
3027,Male,Coupe,1
3028,Female,Coupe,1
3029,Male,Sedan,1
3030,Female,Convertible,0
3031,Female,MUV,1
3032,Male,Sedan,0
3033,Male,Coupe,0
3034,Female,Sedan,1
3035,Male,Coupe,1
3036,Female,MUV,1
3037,Male,SUV,0
3038,Female,Coupe,0
3039,Male,SUV,0
3040,Male,Sedan,0
3041,Female,Convertible,0
3042,Male,MUV,0
3043,Male,Sedan,1
3044,Female,Convertible,0
3045,Female,SUV,1
3046,Female,Sedan,1
3047,Female,MUV,1
3048,Female,SUV,0
3049,Male,Hatchback,1
3050,Female,Convertible,1
3051,Male,Sedan,1
3052,Female,Coupe,1
3053,Male,Hatchback,1
3054,Female,MUV,0
3055,Female,Convertible,0
3056,Male,Hatchback,1
3057,Female,SUV,0
3058,Female,Hatchback,1
3059,Male,Hatchback,0
3060,Male,Convertible,1
3061,Female,Hatchback,1
3062,Male,Hatchback,0
3063,Male,Convertible,1
3064,Male,Hatchback,0
3065,Male,Coupe,0
3066,Female,SUV,1
3067,Male,MUV,1
3068,Male,Coupe,0
3069,Male,SUV,1
3070,Male,Sedan,0
3071,Female,Coupe,0
3072,Male,Hatchback,1
3073,Female,MUV,0
3074,Male,SUV,0
3075,Female,Coupe,1
3076,Female,MUV,1
3077,Female,Hatchback,1
3078,Male,Convertible,1
3079,Female,SUV,1
3080,Female,Coupe,0
3081,Female,Convertible,1
3082,Male,SUV,0
3083,Female,MUV,0
3084,Female,Sedan,1
3085,Female,Convertible,1
3086,Female,Hatchback,0
3087,Female,Convertible,0
3088,Female,Sedan,1
3089,Female,Coupe,1
3090,Female,Hatchback,1
3091,Male,Coupe,0
3092,Male,Convertible,1
3093,Female,SUV,0
3094,Female,Hatchback,1
3095,Female,Hatchback,0
3096,Female,SUV,1
3097,Female,Coupe,1
3098,Female,SUV,1
3099,Male,Coupe,0
3100,Male,Sedan,1
3101,Female,SUV,0
3102,Male,Convertible,0
3103,Male,Coupe,1
3104,Male,MUV,0
3105,Female,Coupe,0
3106,Male,SUV,1
3107,Male,Coupe,1
3108,Female,Coupe,1
3109,Male,Convertible,0
3110,Male,Sedan,0
3111,Male,MUV,0
3112,Female,Coupe,1
3113,Female,Hatchback,0
3114,Female,SUV,1
3115,Male,Hatchback,0
3116,Female,MUV,0
3117,Female,Convertible,1
3118,Female,Convertible,0
3119,Male,SUV,1
3120,Female,Coupe,0
3121,Male,Coupe,0
3122,Male,MUV,0
3123,Male,Coupe,0
3124,Female,Sedan,1
3125,Male,Coupe,1
3126,Female,Coupe,1
3127,Male,MUV,0
3128,Female,Coupe,1
3129,Male,MUV,0
3130,Male,Sedan,1
3131,Female,Coupe,0
3132,Male,Sedan,1
3133,Male,Convertible,0
3134,Female,MUV,0
3135,Female,MUV,0
3136,Female,Sedan,0
3137,Female,Sedan,0
3138,Male,SUV,1
3139,Male,SUV,0
3140,Male,Coupe,1
3141,Male,SUV,0
3142,Male,Coupe,0
3143,Female,SUV,0
3144,Male,Hatchback,1
3145,Male,Hatchback,1
3146,Female,Convertible,1
3147,Female,MUV,0
3148,Female,MUV,0
3149,Female,MUV,1
3150,Female,Coupe,0
3151,Female,Convertible,0
3152,Male,Coupe,1
3153,Female,Convertible,1
3154,Male,Sedan,1
3155,Male,SUV,0
3156,Female,Sedan,0
3157,Male,Coupe,1
3158,Male,Coupe,1
3159,Male,Convertible,0
3160,Female,MUV,1
3161,Male,MUV,0
3162,Male,Coupe,1
3163,Female,Convertible,1
3164,Male,Hatchback,1
3165,Male,Hatchback,0
3166,Female,MUV,0
3167,Male,SUV,0
3168,Male,Coupe,1
3169,Female,Convertible,1
3170,Female,MUV,0
3171,Female,MUV,1
3172,Female,MUV,1
3173,Male,Sedan,1
3174,Female,Sedan,1
3175,Female,Sedan,0
3176,Male,Hatchback,1
3177,Male,Coupe,1
3178,Female,Convertible,0
3179,Female,MUV,1
3180,Male,Hatchback,0
3181,Male,Convertible,1
3182,Female,SUV,1
3183,Male,Hatchback,0
3184,Female,Convertible,1
3185,Male,Hatchback,0
3186,Female,Coupe,0
3187,Male,Convertible,1
3188,Male,Hatchback,0
3189,Female,Convertible,1
3190,Female,Sedan,1
3191,Male,MUV,0
3192,Male,MUV,0
3193,Female,MUV,1
3194,Female,Convertible,0
3195,Female,Hatchback,1
3196,Male,Sedan,0
3197,Female,Hatchback,1
3198,Male,Convertible,1
3199,Male,Coupe,0
3200,Male,SUV,0
3201,Female,SUV,0
3202,Female,SUV,1
3203,Male,Hatchback,1
3204,Female,Convertible,1
3205,Female,MUV,1
3206,Female,SUV,0
3207,Female,Coupe,1
3208,Male,SUV,0
3209,Female,SUV,0
3210,Male,MUV,0
3211,Male,Convertible,1
3212,Female,SUV,0
3213,Female,MUV,0
3214,Female,Convertible,1
3215,Female,Coupe,0
3216,Female,Convertible,0
3217,Female,MUV,0
3218,Male,Convertible,1
3219,Male,Sedan,0
3220,Female,Hatchback,0
3221,Female,Convertible,0
3222,Male,Hatchback,1
3223,Female,MUV,0
3224,Male,Coupe,1
3225,Female,SUV,0
3226,Male,Sedan,0
3227,Male,Sedan,0
3228,Male,MUV,0
3229,Male,Sedan,1
3230,Female,SUV,1
3231,Female,Sedan,1
3232,Female,SUV,1
3233,Female,Convertible,0
3234,Male,Coupe,1
3235,Male,Hatchback,1
3236,Female,Sedan,0
3237,Female,SUV,0
3238,Male,MUV,1
3239,Female,SUV,0
3240,Female,Sedan,0
3241,Male,MUV,1
3242,Male,MUV,0
3243,Male,Convertible,0
3244,Male,Convertible,0
3245,Female,Coupe,0
3246,Male,Convertible,0
3247,Male,Hatchback,0
3248,Female,SUV,0
3249,Male,SUV,1
3250,Female,MUV,1
3251,Male,SUV,1
3252,Male,Hatchback,0
3253,Female,MUV,1
3254,Male,Hatchback,1
3255,Male,MUV,1
3256,Male,Hatchback,0
3257,Male,Sedan,1
3258,Female,Convertible,0
3259,Male,Hatchback,0
3260,Male,Sedan,1
3261,Male,Coupe,0
3262,Female,SUV,1
3263,Female,MUV,0
3264,Female,Convertible,0
3265,Male,MUV,1
3266,Female,SUV,1
3267,Female,Hatchback,1
3268,Male,Sedan,1
3269,Male,Convertible,0
3270,Female,Coupe,0
3271,Male,Coupe,1
3272,Male,Convertible,1
3273,Male,MUV,0
3274,Female,Sedan,1
3275,Female,Coupe,1
3276,Male,Hatchback,0
3277,Male,MUV,1
3278,Male,SUV,0
3279,Male,MUV,0
3280,Male,SUV,1
3281,Male,Hatchback,1
3282,Male,Hatchback,0
3283,Male,MUV,1
3284,Male,MUV,0
3285,Male,Hatchback,1
3286,Male,MUV,1
3287,Male,Hatchback,1
3288,Female,SUV,1
3289,Male,MUV,1
3290,Male,Convertible,1
3291,Male,MUV,0
3292,Male,SUV,1
3293,Female,Convertible,0
3294,Male,Hatchback,0
3295,Male,Convertible,0
3296,Male,Sedan,0
3297,Male,SUV,0
3298,Male,MUV,0
3299,Female,Coupe,0
3300,Female,Coupe,0
3301,Female,Sedan,0
3302,Male,Sedan,1
3303,Male,Coupe,1
3304,Female,Convertible,0
3305,Female,SUV,0
3306,Female,MUV,1
3307,Male,Convertible,1
3308,Male,Hatchback,1
3309,Female,Hatchback,0
3310,Female,Convertible,0
3311,Female,Convertible,0
3312,Female,Convertible,1
3313,Male,Hatchback,0
3314,Female,MUV,1
3315,Female,Sedan,1
3316,Female,Hatchback,0
3317,Male,SUV,0
3318,Female,Convertible,1
3319,Male,Convertible,1
3320,Female,Hatchback,0
3321,Male,MUV,1
3322,Male,SUV,1
3323,Male,MUV,0
3324,Male,Hatchback,0
3325,Female,Coupe,1
3326,Male,Sedan,0
3327,Male,SUV,0
3328,Male,Coupe,1
3329,Female,Hatchback,0
3330,Female,Coupe,0
3331,Female,SUV,0
3332,Female,SUV,1
3333,Male,SUV,1
3334,Female,Sedan,0
3335,Female,Sedan,0
3336,Male,Convertible,0
3337,Female,Sedan,0
3338,Female,Coupe,0
3339,Male,Hatchback,1
3340,Female,Coupe,1
3341,Male,Convertible,1
3342,Male,Sedan,1
3343,Male,MUV,1
3344,Female,Coupe,0
3345,Female,Coupe,0
3346,Male,MUV,0
3347,Male,SUV,1
3348,Female,Convertible,1
3349,Male,Sedan,0
3350,Female,Convertible,1
3351,Female,Hatchback,1
3352,Female,SUV,0
3353,Male,SUV,1
3354,Male,Convertible,1
3355,Female,Coupe,1
3356,Female,SUV,1
3357,Female,Sedan,1
3358,Male,Convertible,0
3359,Female,Sedan,1
3360,Female,Convertible,0
3361,Male,MUV,0
3362,Female,MUV,0
3363,Male,SUV,0
3364,Female,SUV,1
3365,Female,Convertible,1
3366,Female,Convertible,1
3367,Male,MUV,0
3368,Female,MUV,0
3369,Male,Coupe,0
3370,Female,SUV,1
3371,Female,Hatchback,1
3372,Female,MUV,0
3373,Male,MUV,1
3374,Female,Convertible,1
3375,Male,Convertible,0
3376,Male,Coupe,1
3377,Female,Sedan,1
3378,Male,Convertible,0
3379,Male,MUV,0
3380,Male,Hatchback,0
3381,Female,Sedan,1
3382,Male,Convertible,1
3383,Female,Sedan,0
3384,Female,MUV,1
3385,Female,Hatchback,1
3386,Female,Sedan,0
3387,Male,Convertible,1
3388,Male,Hatchback,0
3389,Male,Sedan,1
3390,Male,MUV,0
3391,Female,Convertible,0
3392,Female,MUV,1
3393,Female,MUV,1
3394,Female,Hatchback,0
3395,Male,Coupe,1
3396,Female,Convertible,0
3397,Female,Sedan,0
3398,Male,Sedan,1
3399,Female,MUV,1
3400,Male,SUV,1
3401,Female,Hatchback,0
3402,Male,Hatchback,1
3403,Male,Coupe,1
3404,Male,MUV,0
3405,Female,Sedan,0
3406,Female,Coupe,0
3407,Female,Coupe,1
3408,Female,SUV,1
3409,Female,MUV,1
3410,Male,Convertible,1
3411,Male,SUV,1
3412,Male,Sedan,1
3413,Female,MUV,1
3414,Female,Coupe,0
3415,Male,Coupe,0
3416,Male,Sedan,1
3417,Female,Convertible,0
3418,Female,SUV,1
3419,Female,Hatchback,0
3420,Male,Sedan,0
3421,Male,Sedan,0
3422,Female,MUV,0
3423,Male,SUV,1
3424,Male,SUV,1
3425,Male,Hatchback,0
3426,Female,Hatchback,1
3427,Female,Hatchback,0
3428,Female,Hatchback,0
3429,Male,Convertible,1
3430,Female,Convertible,0
3431,Female,MUV,1
3432,Female,Coupe,1
3433,Female,Coupe,0
3434,Male,Sedan,0
3435,Male,MUV,0
3436,Male,Convertible,0
3437,Female,Hatchback,1
3438,Male,SUV,0
3439,Female,Sedan,0
3440,Female,SUV,1
3441,Male,Convertible,0
3442,Male,Convertible,0
3443,Male,MUV,0
3444,Female,MUV,1
3445,Female,Sedan,0
3446,Male,MUV,1
3447,Female,MUV,0
3448,Female,Hatchback,1
3449,Male,MUV,1
3450,Male,Coupe,1
3451,Female,MUV,0
3452,Male,Hatchback,0
3453,Male,Hatchback,1
3454,Male,Convertible,1
3455,Female,Hatchback,0
3456,Male,Coupe,1
3457,Male,Sedan,1
3458,Male,Convertible,1
3459,Female,SUV,1
3460,Female,Convertible,1
3461,Female,MUV,0
3462,Female,Hatchback,0
3463,Female,MUV,1
3464,Female,Sedan,0
3465,Female,Hatchback,1
3466,Female,Sedan,1
3467,Male,SUV,1
3468,Male,SUV,1
3469,Male,Sedan,0
3470,Female,SUV,1
3471,Female,Convertible,1
3472,Female,Convertible,1
3473,Female,Coupe,0
3474,Female,Sedan,0
3475,Male,MUV,1
3476,Male,Coupe,1
3477,Female,MUV,0
3478,Male,SUV,0
3479,Female,Convertible,0
3480,Female,Sedan,0
3481,Male,Hatchback,1
3482,Male,MUV,1
3483,Female,Coupe,1
3484,Female,Convertible,1
3485,Male,Sedan,1
3486,Male,MUV,1
3487,Male,Hatchback,1
3488,Male,Hatchback,1
