,category,target
1873,Male,1
1874,Female,0
1875,Female,0
1876,Female,0
1877,Female,1
1878,Male,0
1879,Male,0
1880,Female,1
1881,Female,1
1882,Female,0
1883,Female,1
1884,Female,1
1885,Female,1
1886,Female,0
1887,Male,0
1888,Female,0
1889,Female,0
1890,Male,0
1891,Female,1
1892,Male,1
1893,Female,0
1894,Female,0
1895,Female,0
1896,Female,1
1897,Male,1
1898,Female,0
1899,Male,1
1900,Female,0
1901,Female,1
1902,Male,0
1903,Female,1
1904,Male,1
1905,Male,1
1906,Female,1
1907,Male,0
1908,Male,1
1909,Male,1
1910,Female,0
1911,Female,0
1912,Male,0
1913,Male,1
1914,Male,0
1915,Male,0
1916,Male,1
1917,Female,1
1918,Male,1
1919,Female,1
1920,Female,0
1921,Female,0
1922,Male,1
1923,Male,0
1924,Male,0
1925,Female,1
1926,Female,0
1927,Female,1
1928,Male,0
1929,Female,1
1930,Male,1
1931,Male,1
1932,Female,0
1933,Female,0
1934,Male,1
1935,Male,1
1936,Female,0
1937,Male,0
1938,Female,1
1939,Male,1
1940,Male,0
1941,Female,1
1942,Female,1
1943,Male,0
1944,Male,1
1945,Female,0
1946,Male,1
1947,Female,0
1948,Female,0
1949,Male,1
1950,Male,1
1951,Male,1
1952,Male,0
1953,Male,0
1954,Male,1
1955,Female,0
1956,Male,0
1957,Female,1
1958,Male,1
1959,Male,0
1960,Male,1
1961,Female,1
1962,Female,0
1963,Male,1
1964,Male,1
1965,Female,1
1966,Male,0
1967,Female,1
1968,Male,1
1969,Female,1
1970,Female,0
1971,Male,0
1972,Female,0
1973,Female,0
1974,Female,1
1975,Female,1
1976,Male,0
1977,Female,1
1978,Female,0
1979,Male,0
1980,Male,0
1981,Female,0
1982,Male,0
1983,Female,0
1984,Male,0
1985,Male,0
1986,Female,1
1987,Male,1
1988,Male,0
1989,Female,1
1990,Female,0
1991,Male,1
1992,Female,1
1993,Female,1
1994,Female,0
1995,Female,0
1996,Male,1
1997,Female,1
1998,Male,1
1999,Female,0
2000,Female,0
2001,Male,0
2002,Male,0
2003,Male,0
2004,Male,1
2005,Female,1
2006,Male,1
2007,Male,0
2008,Female,0
2009,Male,0
2010,Male,0
2011,Male,0
2012,Female,1
2013,Female,1
2014,Male,1
2015,Female,1
2016,Male,1
2017,Male,0
2018,Female,0
2019,Male,0
2020,Female,1
2021,Female,0
2022,Female,1
2023,Male,0
2024,Female,0
2025,Male,0
2026,Female,0
2027,Male,1
2028,Male,1
2029,Female,1
2030,Female,0
2031,Male,0
2032,Male,1
2033,Male,1
2034,Male,0
2035,Male,0
2036,Female,0
2037,Male,1
2038,Male,0
2039,Male,0
2040,Male,1
2041,Female,0
2042,Female,0
2043,Female,1
2044,Male,0
2045,Male,1
2046,Male,0
2047,Male,0
2048,Female,1
2049,Female,1
2050,Female,0
2051,Male,0
2052,Male,0
2053,Male,1
2054,Female,0
2055,Male,0
2056,Male,0
2057,Female,1
2058,Male,1
2059,Female,1
2060,Male,0
2061,Male,1
2062,Male,1
2063,Male,1
2064,Male,0
2065,Female,0
2066,Female,1
2067,Male,1
2068,Female,1
2069,Male,1
2070,Male,1
2071,Male,1
2072,Female,0
2073,Male,1
2074,Male,0
2075,Female,1
2076,Female,0
2077,Male,1
2078,Male,0
2079,Male,0
2080,Male,0
2081,Male,0
2082,Female,0
2083,Male,0
2084,Male,1
2085,Female,0
2086,Female,1
2087,Male,1
2088,Male,0
2089,Female,1
2090,Female,1
2091,Male,0
2092,Male,1
2093,Female,1
2094,Female,1
2095,Female,0
2096,Female,1
2097,Male,1
2098,Male,0
2099,Male,1
2100,Male,1
2101,Male,0
2102,Female,0
2103,Male,0
2104,Female,1
2105,Male,1
2106,Male,0
2107,Male,0
2108,Male,1
2109,Female,1
2110,Female,0
2111,Male,1
2112,Male,1
2113,Female,0
2114,Female,1
2115,Female,1
2116,Female,0
2117,Female,1
2118,Female,0
2119,Male,0
2120,Female,0
2121,Male,1
2122,Male,0
2123,Male,1
2124,Female,0
2125,Female,1
2126,Female,0
2127,Female,0
2128,Male,1
2129,Male,0
2130,Female,0
2131,Male,0
2132,Male,1
2133,Male,0
2134,Female,0
2135,Male,0
2136,Male,0
2137,Male,0
2138,Male,1
2139,Male,0
2140,Female,1
2141,Male,0
2142,Male,1
2143,Female,1
2144,Female,1
2145,Male,0
2146,Male,0
2147,Male,0
2148,Male,0
2149,Male,1
2150,Male,0
2151,Male,0
2152,Female,1
2153,Male,1
2154,Male,1
2155,Male,0
2156,Female,0
2157,Female,0
2158,Male,1
2159,Female,1
2160,Male,0
2161,Male,1
2162,Female,0
2163,Female,1
2164,Female,1
2165,Male,1
2166,Male,1
2167,Male,0
2168,Male,0
2169,Female,0
2170,Female,0
2171,Female,1
2172,Male,1
2173,Male,0
2174,Male,1
2175,Female,1
2176,Female,1
2177,Female,1
2178,Female,1
2179,Male,1
2180,Male,1
2181,Female,1
2182,Female,1
2183,Male,0
2184,Female,0
2185,Male,0
2186,Male,1
2187,Male,1
2188,Male,1
2189,Female,1
2190,Female,0
2191,Male,0
2192,Male,1
2193,Female,0
2194,Female,1
2195,Male,0
2196,Male,1
2197,Female,0
2198,Male,0
2199,Male,1
2200,Female,1
2201,Female,1
2202,Male,1
2203,Male,0
2204,Female,0
2205,Female,1
2206,Female,1
2207,Female,1
2208,Male,0
2209,Male,1
2210,Female,1
2211,Male,1
2212,Female,1
2213,Female,0
2214,Female,0
2215,Female,0
2216,Female,1
2217,Male,1
2218,Male,1
2219,Female,0
2220,Female,0
2221,Female,0
2222,Female,1
2223,Male,1
2224,Female,1
2225,Male,0
2226,Male,1
2227,Male,1
2228,Female,1
2229,Male,1
2230,Male,1
2231,Female,0
2232,Male,1
2233,Male,1
2234,Male,1
2235,Male,1
2236,Female,0
2237,Male,0
2238,Female,0
2239,Female,0
2240,Female,1
2241,Male,1
2242,Male,1
2243,Female,0
2244,Female,1
2245,Male,1
2246,Male,1
2247,Female,0
2248,Male,0
2249,Male,1
2250,Male,0
2251,Female,0
2252,Male,1
2253,Female,1
2254,Male,1
2255,Male,1
2256,Female,0
2257,Male,0
2258,Female,1
2259,Male,0
2260,Male,1
2261,Male,1
2262,Female,1
2263,Female,1
2264,Male,0
2265,Male,1
2266,Male,1
2267,Male,1
2268,Male,0
2269,Male,1
2270,Female,0
2271,Female,1
2272,Male,1
2273,Female,1
2274,Male,0
2275,Female,1
2276,Male,1
2277,Female,1
2278,Female,1
2279,Male,1
2280,Female,0
2281,Female,1
2282,Male,1
2283,Female,0
2284,Male,0
2285,Female,0
2286,Female,1
2287,Female,1
2288,Male,1
2289,Male,0
2290,Male,0
2291,Female,0
2292,Male,1
2293,Male,1
2294,Male,0
2295,Male,1
2296,Female,1
2297,Male,1
2298,Male,0
2299,Male,0
2300,Female,0
2301,Male,0
2302,Female,1
2303,Female,0
2304,Female,0
2305,Female,0
2306,Female,0
2307,Female,1
2308,Male,1
2309,Male,1
2310,Female,1
2311,Male,1
2312,Female,1
2313,Female,0
2314,Female,0
2315,Female,1
2316,Female,1
2317,Male,1
2318,Female,1
2319,Male,0
2320,Female,0
2321,Male,0
2322,Female,1
2323,Female,0
2324,Female,1
2325,Female,1
2326,Male,0
2327,Female,0
2328,Female,1
2329,Female,1
2330,Female,0
2331,Male,1
2332,Male,1
2333,Male,0
2334,Male,1
2335,Male,1
2336,Male,1
2337,Female,0
2338,Female,0
2339,Female,0
2340,Male,1
2341,Female,0
2342,Female,1
2343,Female,0
2344,Male,1
2345,Female,0
2346,Female,0
2347,Male,0
2348,Female,1
2349,Male,1
2350,Female,1
2351,Female,1
2352,Female,0
2353,Male,0
2354,Male,0
2355,Male,1
2356,Male,0
2357,Male,1
2358,Male,1
2359,Male,0
2360,Male,1
2361,Female,0
2362,Female,1
2363,Female,0
2364,Female,0
2365,Female,1
2366,Male,0
2367,Male,0
2368,Female,0
2369,Female,0
2370,Male,0
2371,Female,0
2372,Male,0
2373,Male,0
2374,Male,0
2375,Male,0
2376,Male,0
2377,Male,1
2378,Male,1
2379,Male,1
2380,Male,1
2381,Male,0
2382,Female,0
2383,Female,1
2384,Male,1
2385,Female,1
2386,Male,1
2387,Male,0
2388,Male,0
2389,Male,1
2390,Female,0
2391,Female,0
2392,Female,1
2393,Male,1
2394,Male,0
2395,Male,1
2396,Male,0
2397,Female,0
2398,Female,1
2399,Male,1
2400,Male,0
2401,Male,1
2402,Female,0
2403,Female,0
2404,Male,0
2405,Female,1
2406,Female,0
2407,Male,1
2408,Male,1
2409,Male,0
2410,Male,1
2411,Female,0
2412,Male,1
2413,Female,1
2414,Male,1
2415,Male,0
2416,Female,1
2417,Female,1
2418,Female,0
2419,Female,1
2420,Male,0
2421,Female,1
2422,Female,0
2423,Male,1
2424,Male,1
2425,Male,0
2426,Female,1
2427,Female,1
2428,Male,0
2429,Male,1
2430,Male,0
2431,Male,1
2432,Male,0
2433,Male,0
2434,Male,1
2435,Female,0
2436,Male,0
2437,Female,0
2438,Male,1
2439,Female,1
2440,Male,1
2441,Male,1
2442,Female,1
2443,Female,0
2444,Female,1
2445,Male,1
2446,Male,0
2447,Female,0
2448,Female,0
2449,Male,1
2450,Male,1
2451,Male,0
2452,Male,1
2453,Female,1
2454,Male,1
2455,Female,0
2456,Male,1
2457,Male,0
2458,Female,0
2459,Male,1
2460,Male,1
2461,Female,0
2462,Female,1
2463,Male,0
2464,Male,0
2465,Female,1
2466,Male,0
2467,Male,0
2468,Female,1
2469,Male,0
2470,Female,1
2471,Female,0
2472,Male,0
2473,Male,1
2474,Female,0
2475,Female,1
2476,Female,1
2477,Female,0
2478,Male,1
2479,Male,0
2480,Male,0
2481,Female,1
2482,Male,1
2483,Female,1
2484,Male,1
2485,Male,0
2486,Female,0
2487,Female,0
2488,Female,1
2489,Female,0
2490,Male,1
2491,Female,0
2492,Female,0
2493,Male,0
2494,Male,1
2495,Female,1
2496,Male,0
2497,Male,1
2498,Male,0
2499,Female,0
2500,Female,1
2501,Female,1
2502,Male,1
2503,Female,1
2504,Male,0
2505,Female,1
2506,Female,0
2507,Male,0
2508,Male,1
2509,Female,1
2510,Male,0
2511,Male,0
2512,Male,1
2513,Male,0
2514,Female,0
2515,Female,0
2516,Female,1
2517,Male,1
2518,Male,0
2519,Male,0
2520,Male,1
2521,Female,0
2522,Female,0
2523,Male,0
2524,Female,0
2525,Female,0
2526,Female,0
2527,Male,0
2528,Male,0
2529,Female,0
2530,Female,0
2531,Male,0
2532,Male,0
2533,Male,1
2534,Female,1
2535,Female,1
2536,Male,1
2537,Female,0
2538,Male,0
2539,Female,0
2540,Female,0
2541,Male,1
2542,Female,1
2543,Male,0
2544,Male,1
2545,Female,0
2546,Male,1
2547,Female,1
2548,Male,1
2549,Male,1
2550,Female,0
2551,Female,1
2552,Male,0
2553,Female,0
2554,Male,1
2555,Male,1
2556,Female,0
2557,Female,1
2558,Male,0
2559,Female,0
2560,Male,1
2561,Female,1
2562,Male,0
2563,Male,1
2564,Female,0
2565,Female,0
2566,Male,0
2567,Male,0
2568,Male,1
2569,Female,1
2570,Male,0
2571,Male,1
2572,Male,0
2573,Female,1
2574,Female,1
2575,Female,0
2576,Female,0
2577,Female,1
2578,Male,1
2579,Female,1
2580,Male,0
2581,Male,0
2582,Female,0
2583,Male,0
2584,Female,0
2585,Male,1
2586,Male,1
2587,Female,0
2588,Male,1
2589,Male,1
2590,Female,0
2591,Female,0
2592,Male,1
2593,Male,1
2594,Male,1
2595,Male,1
2596,Male,1
2597,Male,0
2598,Female,1
2599,Female,0
2600,Female,1
2601,Female,0
2602,Male,1
2603,Male,1
2604,Male,0
2605,Male,0
2606,Male,1
2607,Female,0
2608,Male,1
2609,Female,1
2610,Male,0
2611,Male,1
2612,Male,1
2613,Male,0
2614,Female,1
2615,Female,0
2616,Female,1
2617,Female,1
2618,Female,0
2619,Female,0
2620,Female,0
2621,Female,1
2622,Female,0
2623,Female,1
2624,Male,1
2625,Male,0
2626,Female,0
2627,Male,0
2628,Male,0
2629,Male,1
2630,Female,1
2631,Male,0
2632,Female,1
2633,Male,1
2634,Male,0
2635,Male,1
2636,Female,0
2637,Female,0
2638,Female,0
2639,Female,0
2640,Female,1
2641,Male,0
2642,Male,0
2643,Male,1
2644,Female,0
2645,Female,0
2646,Female,0
2647,Male,1
2648,Male,1
2649,Male,1
2650,Male,1
2651,Female,1
2652,Male,1
2653,Male,0
2654,Male,1
2655,Male,1
2656,Female,0
2657,Male,1
2658,Male,0
2659,Male,1
2660,Male,0
2661,Female,1
2662,Male,0
2663,Male,1
2664,Female,0
2665,Female,0
2666,Male,0
2667,Male,1
2668,Female,1
2669,Female,1
2670,Female,0
2671,Male,0
2672,Female,0
2673,Male,1
2674,Female,1
2675,Female,0
2676,Female,0
2677,Female,1
2678,Female,0
2679,Male,1
2680,Male,1
2681,Female,1
2682,Male,1
2683,Female,1
2684,Female,1
2685,Male,0
2686,Female,0
2687,Male,0
2688,Male,1
2689,Male,1
2690,Female,0
2691,Male,0
2692,Male,0
2693,Female,0
2694,Male,0
2695,Female,1
2696,Female,0
2697,Male,1
2698,Male,1
2699,Female,0
2700,Male,0
2701,Female,0
2702,Male,0
2703,Female,0
2704,Male,0
2705,Female,1
2706,Female,0
2707,Female,0
2708,Female,1
2709,Male,1
2710,Female,0
2711,Female,0
2712,Male,1
2713,Male,1
2714,Male,0
2715,Female,1
2716,Male,0
2717,Male,1
2718,Female,0
2719,Female,1
2720,Male,1
2721,Female,0
2722,Male,1
2723,Male,1
2724,Male,0
2725,Female,1
2726,Female,0
2727,Female,0
2728,Female,0
2729,Male,0
2730,Male,1
2731,Female,0
2732,Male,0
2733,Male,1
2734,Male,0
2735,Male,1
2736,Female,0
2737,Female,1
2738,Male,0
2739,Female,0
2740,Female,0
2741,Male,1
2742,Female,0
2743,Female,1
2744,Male,1
2745,Male,1
2746,Male,1
2747,Male,1
2748,Female,1
2749,Male,0
2750,Male,1
2751,Male,1
2752,Male,0
2753,Female,0
2754,Female,1
2755,Male,1
2756,Female,1
2757,Female,1
2758,Female,0
2759,Female,1
2760,Male,1
2761,Female,1
2762,Male,0
2763,Male,0
2764,Male,0
2765,Female,1
2766,Male,1
2767,Female,1
2768,Male,1
2769,Male,0
2770,Male,1
2771,Female,1
2772,Male,1
2773,Male,1
2774,Female,1
2775,Male,0
2776,Female,0
2777,Male,1
2778,Female,0
2779,Female,0
2780,Female,0
2781,Male,1
2782,Female,1
2783,Female,1
2784,Female,1
2785,Male,0
2786,Male,0
2787,Female,1
2788,Female,0
2789,Male,0
2790,Female,1
2791,Male,1
2792,Female,0
2793,Female,0
2794,Male,1
2795,Female,1
2796,Female,1
2797,Female,0
2798,Female,0
2799,Male,1
2800,Male,0
2801,Male,1
2802,Male,0
2803,Male,0
2804,Male,1
2805,Female,0
2806,Female,1
2807,Male,0
2808,Female,1
2809,Male,0
2810,Female,0
2811,Male,0
2812,Male,1
2813,Male,1
2814,Male,1
2815,Male,1
2816,Female,1
2817,Male,0
2818,Male,1
2819,Male,1
2820,Male,0
2821,Female,1
2822,Female,1
2823,Male,1
2824,Male,0
2825,Male,0
2826,Male,0
2827,Male,1
2828,Male,1
2829,Male,0
2830,Male,1
2831,Male,1
2832,Male,0
2833,Female,0
2834,Female,1
2835,Female,1
2836,Male,0
2837,Male,1
2838,Female,1
2839,Male,0
2840,Female,0
2841,Male,1
2842,Male,1
2843,Female,0
2844,Female,0
2845,Female,1
2846,Female,1
2847,Male,0
2848,Male,0
2849,Female,1
2850,Female,0
2851,Female,1
2852,Male,0
2853,Female,1
2854,Female,1
2855,Female,1
2856,Male,1
2857,Female,0
2858,Male,0
2859,Male,1
2860,Female,1
2861,Male,1
2862,Male,1
2863,Female,0
2864,Female,0
2865,Female,1
2866,Male,0
2867,Female,1
2868,Male,0
2869,Male,1
2870,Female,0
2871,Male,1
2872,Male,1
2873,Female,1
2874,Male,1
2875,Female,1
2876,Female,0
2877,Male,1
2878,Male,1
2879,Male,1
2880,Male,0
2881,Female,1
2882,Female,0
2883,Male,0
2884,Male,0
2885,Male,1
2886,Male,0
2887,Male,0
2888,Male,1
2889,Male,0
2890,Female,1
2891,Female,0
2892,Female,0
2893,Female,1
2894,Male,1
2895,Male,1
2896,Female,0
2897,Female,1
2898,Female,1
2899,Male,1
2900,Female,0
2901,Male,1
2902,Female,0
2903,Female,0
2904,Male,0
2905,Female,1
2906,Male,1
2907,Female,0
2908,Female,1
2909,Male,0
2910,Male,0
2911,Male,1
2912,Male,0
2913,Male,0
2914,Female,0
2915,Female,1
2916,Male,1
2917,Male,1
2918,Male,1
2919,Female,0
2920,Male,0
2921,Female,1
2922,Female,1
2923,Male,0
2924,Female,0
2925,Male,0
2926,Female,1
2927,Female,0
2928,Female,0
2929,Male,1
2930,Female,1
2931,Female,0
2932,Male,0
2933,Female,1
2934,Male,0
2935,Male,1
2936,Male,1
2937,Female,1
2938,Male,1
2939,Female,1
2940,Female,0
2941,Female,1
2942,Male,1
2943,Female,0
2944,Female,0
2945,Male,0
2946,Male,1
2947,Female,1
2948,Female,1
2949,Female,0
2950,Male,0
2951,Male,1
2952,Male,1
2953,Male,1
2954,Female,1
2955,Female,1
2956,Female,1
2957,Male,0
2958,Female,1
2959,Male,0
2960,Female,1
2961,Male,1
2962,Male,0
2963,Female,0
2964,Female,0
2965,Female,0
2966,Female,1
2967,Male,0
2968,Female,1
2969,Female,1
2970,Female,0
2971,Male,1
2972,Male,0
2973,Male,0
2974,Male,0
2975,Female,0
2976,Male,1
2977,Male,1
2978,Male,1
2979,Male,0
2980,Female,1
2981,Male,0
2982,Male,0
2983,Female,0
2984,Male,1
2985,Male,0
2986,Female,0
2987,Female,1
2988,Female,1
2989,Female,0
2990,Male,1
2991,Female,1
2992,Male,0
2993,Female,1
2994,Male,0
2995,Male,0
2996,Male,0
2997,Male,1
2998,Female,0
2999,Male,1
3000,Male,1
3001,Female,0
3002,Female,1
3003,Male,0
3004,Male,1
3005,Female,1
3006,Male,1
3007,Female,0
3008,Male,1
3009,Male,0
3010,Male,0
3011,Female,1
3012,Female,1
3013,Female,0
3014,Male,0
3015,Female,1
3016,Female,0
3017,Male,1
3018,Male,0
3019,Male,0
3020,Male,1
3021,Male,0
3022,Male,0
3023,Female,1
3024,Male,0
3025,Female,0
3026,Male,1
3027,Female,0
3028,Male,0
3029,Male,1
3030,Male,1
3031,Female,1
3032,Female,1
3033,Female,0
3034,Female,0
3035,Male,1
3036,Male,0
3037,Female,1
3038,Male,0
3039,Male,0
3040,Male,1
3041,Female,1
3042,Male,1
3043,Male,1
3044,Female,0
3045,Male,1
3046,Female,1
3047,Male,1
3048,Female,1
3049,Male,1
3050,Male,1
3051,Female,1
3052,Female,1
3053,Female,1
3054,Male,0
3055,Female,1
3056,Male,1
3057,Female,0
3058,Male,0
3059,Male,0
3060,Female,1
3061,Female,0
3062,Male,0
3063,Male,0
3064,Female,1
3065,Female,1
3066,Male,0
3067,Male,0
3068,Female,1
3069,Male,1
3070,Male,1
3071,Female,0
3072,Female,0
3073,Female,1
3074,Male,0
3075,Male,0
3076,Male,0
3077,Female,0
3078,Male,0
3079,Male,0
3080,Female,1
3081,Female,0
3082,Male,0
3083,Male,1
3084,Male,1
3085,Male,1
3086,Male,0
3087,Male,1
3088,Male,1
3089,Male,0
3090,Male,0
3091,Male,1
3092,Male,0
3093,Male,1
3094,Male,0
3095,Male,0
3096,Female,1
3097,Male,0
3098,Female,1
3099,Male,1
3100,Female,0
3101,Male,1
3102,Male,1
3103,Female,0
3104,Female,1
3105,Male,1
3106,Male,0
3107,Male,0
3108,Male,0
3109,Female,1
3110,Female,0
3111,Female,0
3112,Female,0
3113,Female,1
3114,Male,1
3115,Male,1
3116,Female,1
3117,Male,0
3118,Female,0
3119,Female,1
3120,Female,0
3121,Male,0
3122,Female,1
3123,Male,0
3124,Female,1
3125,Female,1
3126,Female,0
3127,Male,1
3128,Female,0
3129,Male,0
3130,Female,1
3131,Male,0
3132,Female,1
3133,Female,0
3134,Male,1
3135,Male,1
3136,Male,1
3137,Female,1
3138,Female,0
3139,Male,0
3140,Male,0
3141,Male,1
3142,Female,0
3143,Female,1
3144,Female,0
3145,Male,1
3146,Female,0
3147,Female,0
3148,Female,0
3149,Male,0
3150,Male,1
3151,Male,1
3152,Female,0
3153,Male,1
3154,Female,1
3155,Male,1
3156,Female,1
3157,Female,1
3158,Male,1
3159,Male,1
3160,Female,1
3161,Male,0
3162,Female,0
3163,Female,1
3164,Male,0
3165,Female,1
3166,Female,0
3167,Female,0
3168,Male,1
3169,Male,1
3170,Female,1
3171,Male,1
3172,Male,0
3173,Male,0
3174,Female,1
3175,Female,0
3176,Male,1
3177,Male,0
3178,Female,1
3179,Male,0
3180,Female,0
3181,Female,1
3182,Female,1
3183,Male,1
3184,Female,1
3185,Female,0
3186,Male,0
3187,Female,1
3188,Male,1
3189,Female,1
3190,Male,0
3191,Male,0
3192,Female,0
3193,Female,0
3194,Female,1
3195,Male,0
3196,Female,1
3197,Female,0
3198,Female,1
3199,Male,0
3200,Male,0
3201,Female,1
3202,Female,0
3203,Female,1
3204,Female,0
3205,Male,1
3206,Male,1
3207,Female,0
3208,Female,0
3209,Male,1
3210,Male,1
3211,Female,0
3212,Male,0
3213,Female,1
3214,Female,0
3215,Male,1
3216,Male,1
3217,Male,0
3218,Female,0
3219,Female,0
3220,Female,0
3221,Female,1
3222,Male,1
3223,Male,0
3224,Female,0
3225,Female,0
3226,Male,1
3227,Male,0
3228,Female,1
3229,Male,1
3230,Male,0
3231,Female,0
3232,Female,1
3233,Female,0
3234,Female,1
3235,Male,1
3236,Male,0
3237,Female,1
3238,Male,1
3239,Male,0
3240,Male,1
3241,Male,1
3242,Female,1
3243,Male,0
3244,Female,1
3245,Male,0
3246,Male,0
3247,Male,1
3248,Female,0
3249,Male,1
3250,Male,0
3251,Male,0
3252,Male,0
3253,Female,0
3254,Female,0
3255,Female,0
3256,Male,1
3257,Male,1
3258,Female,1
3259,Male,1
3260,Male,1
3261,Female,1
3262,Male,1
3263,Female,0
3264,Female,1
3265,Female,0
3266,Male,1
3267,Female,1
3268,Female,0
3269,Female,0
3270,Female,0
3271,Male,1
3272,Male,1
3273,Female,0
3274,Male,0
3275,Male,1
3276,Male,0
3277,Female,0
3278,Female,1
3279,Female,0
3280,Female,1
3281,Male,0
3282,Male,1
3283,Female,0
3284,Male,0
3285,Male,0
3286,Female,1
3287,Female,1
3288,Female,0
3289,Female,1
3290,Female,0
3291,Female,1
3292,Male,1
3293,Male,1
3294,Male,1
3295,Female,0
3296,Male,0
3297,Male,1
3298,Female,1
3299,Female,1
3300,Male,0
3301,Male,0
3302,Male,0
3303,Female,0
3304,Male,0
3305,Male,1
3306,Male,1
3307,Male,1
3308,Female,1
3309,Female,1
3310,Female,0
3311,Female,1
3312,Male,0
3313,Male,0
3314,Male,0
3315,Male,0
3316,Male,1
3317,Male,0
3318,Female,1
3319,Female,0
3320,Female,1
3321,Male,1
3322,Male,0
3323,Male,1
3324,Female,1
3325,Male,0
3326,Female,0
3327,Female,0
3328,Female,0
3329,Male,0
3330,Female,1
3331,Male,1
3332,Male,1
3333,Male,0
3334,Male,0
3335,Male,1
3336,Female,1
3337,Male,0
3338,Male,0
3339,Male,1
3340,Female,1
3341,Female,1
3342,Male,1
3343,Male,1
3344,Male,0
3345,Female,1
3346,Female,1
3347,Female,1
3348,Female,1
3349,Female,0
3350,Male,0
3351,Male,0
3352,Female,1
3353,Female,1
3354,Male,1
3355,Female,1
3356,Female,0
3357,Male,1
3358,Male,0
3359,Female,0
3360,Male,0
3361,Female,1
3362,Male,1
3363,Male,0
3364,Female,0
3365,Male,0
3366,Female,1
3367,Female,0
3368,Male,0
3369,Female,1
3370,Female,1
3371,Male,1
3372,Female,1
3373,Male,1
3374,Male,1
3375,Female,0
3376,Female,0
3377,Male,1
3378,Female,1
3379,Female,0
3380,Female,0
3381,Female,0
3382,Female,1
3383,Male,0
3384,Male,0
3385,Male,0
3386,Female,0
3387,Female,0
3388,Male,1
3389,Male,1
3390,Male,1
3391,Male,0
3392,Female,1
3393,Male,1
3394,Male,1
3395,Female,1
3396,Male,1
3397,Male,1
3398,Male,0
3399,Female,0
3400,Female,0
3401,Female,0
3402,Female,0
3403,Female,0
3404,Female,1
3405,Female,1
3406,Female,1
3407,Male,0
3408,Male,0
3409,Female,1
3410,Male,1
3411,Female,0
3412,Male,1
3413,Female,0
3414,Male,1
3415,Male,1
3416,Male,0
3417,Female,0
3418,Male,0
3419,Male,0
3420,Male,1
3421,Male,0
3422,Male,1
3423,Male,1
3424,Female,0
3425,Male,0
3426,Male,1
3427,Male,0
3428,Male,0
3429,Female,0
3430,Female,0
3431,Male,1
3432,Male,1
3433,Male,0
3434,Female,1
3435,Female,0
3436,Female,1
3437,Male,1
3438,Female,1
3439,Male,0
3440,Male,1
3441,Female,1
3442,Female,0
3443,Female,1
3444,Male,0
3445,Male,0
3446,Female,0
3447,Male,1
3448,Female,0
3449,Male,0
3450,Female,1
3451,Female,1
3452,Female,1
3453,Male,0
3454,Male,1
3455,Female,1
3456,Male,0
3457,Female,1
3458,Female,1
3459,Female,1
3460,Female,0
3461,Male,1
3462,Male,1
3463,Male,0
3464,Male,0
3465,Female,1
3466,Female,0
3467,Male,0
3468,Male,0
3469,Male,0
3470,Male,1
3471,Female,1
3472,Male,0
3473,Male,0
3474,Male,0
3475,Male,0
3476,Female,0
3477,Male,0
3478,Male,0
3479,Male,0
3480,Male,0
3481,Female,0
3482,Male,0
3483,Male,1
3484,Female,1
3485,Female,1
3486,Male,1
3487,Male,1
3488,Female,1
3489,Female,0
3490,Female,1
3491,Female,0
3492,Male,0
3493,Female,0
3494,Male,0
3495,Female,1
3496,Male,0
3497,Male,0
3498,Male,1
3499,Female,0
3500,Male,0
3501,Female,1
3502,Male,1
3503,Male,1
3504,Male,1
3505,Male,1
3506,Female,1
3507,Female,1
3508,Female,0
3509,Male,0
3510,Male,1
3511,Male,0
3512,Female,1
3513,Female,0
3514,Female,1
3515,Female,0
3516,Female,1
3517,Female,1
3518,Male,0
3519,Male,0
3520,Female,0
3521,Female,0
3522,Female,0
3523,Female,0
3524,Male,0
3525,Female,1
3526,Male,1
3527,Male,0
3528,Female,0
3529,Female,1
3530,Female,1
3531,Female,0
3532,Male,0
3533,Male,1
3534,Male,0
3535,Male,1
3536,Male,1
3537,Male,1
3538,Male,1
3539,Female,1
3540,Male,1
3541,Male,0
3542,Female,1
3543,Female,0
3544,Male,0
3545,Female,1
3546,Female,0
3547,Male,1
3548,Male,0
3549,Female,1
3550,Female,1
3551,Male,1
3552,Male,0
3553,Male,0
3554,Male,0
3555,Female,1
3556,Male,0
3557,Female,0
3558,Female,1
3559,Male,1
3560,Female,0
3561,Female,0
3562,Male,1
3563,Female,1
3564,Female,0
3565,Male,0
3566,Male,1
3567,Female,0
3568,Male,1
3569,Male,0
3570,Female,1
3571,Male,0
3572,Male,0
3573,Male,0
3574,Male,0
3575,Male,1
3576,Female,0
3577,Male,0
3578,Female,0
3579,Female,1
3580,Female,0
3581,Male,1
3582,Male,1
3583,Male,1
3584,Female,1
3585,Female,1
3586,Male,1
3587,Male,0
3588,Male,0
3589,Male,0
3590,Male,1
3591,Female,0
3592,Male,0
3593,Male,0
3594,Male,1
3595,Male,0
3596,Female,0
3597,Female,1
3598,Male,1
3599,Female,0
3600,Male,1
3601,Female,0
3602,Male,0
3603,Male,1
3604,Male,0
3605,Male,1
3606,Male,0
3607,Male,0
3608,Male,0
3609,Female,1
3610,Female,0
3611,Female,1
3612,Male,0
3613,Male,0
3614,Male,1
3615,Female,1
3616,Female,0
3617,Male,0
3618,Male,0
3619,Female,1
3620,Female,1
3621,Male,1
